score,N
0.00034462618122107136,4.0
0.03856158294389785,222.0
0.12453378459441275,440.0
0.28670458455367026,658.0
0.49493005918567007,876.0
0.6437565556265824,1094.0
0.8625194560714246,1313.0
0.9359151036964608,1531.0
1.0104728820664801,1749.0
0.993479802485581,1967.0
0.9300541525976401,2185.0
1.025540362749082,2404.0
1.021702298330646,2622.0
1.0828655112401904,2840.0
0.988367233477394,3058.0
1.0289621589202365,3276.0
