score,N
0.00315499975410513,4.0
0.0017650588511834643,58.0
0.0016825924614900923,112.0
0.0015094900736480014,167.0
0.003528284886430746,221.0
0.0022500111952151983,275.0
0.0020115060737697127,330.0
0.0015566050463846836,384.0
0.0012437827925795752,438.0
0.001924603443315992,493.0
0.0019025400937706673,547.0
0.002030318103828644,601.0
0.0019145150582168156,656.0
0.0017405436471076682,710.0
0.001449774719161127,764.0
-0.0006277291307076683,819.0
