score,N
0.030281296678246333,122.0
0.053825927164660024,250.0
0.08886691876073204,378.0
0.21862190243128685,507.0
0.312630068876754,635.0
0.40735194984998296,764.0
0.5059170886648606,892.0
0.5211382457928806,1020.0
0.4551000280546528,1149.0
0.6353722652025879,1277.0
0.7610155656108135,1406.0
0.806057182286256,1534.0
0.9040344977479055,1662.0
0.9241690042613792,1791.0
0.9120917316412932,1919.0
0.9611496775428952,2048.0
