score,N
0.006359039943396165,4.0
-0.00010194861950012571,44.0
0.002279293216343548,85.0
0.003922985997119342,126.0
0.003224033261697704,166.0
0.0014096995607980247,207.0
0.0023051684828903677,248.0
0.0019925064131542073,288.0
0.004533062892342834,329.0
0.006819377637927108,370.0
0.004652875044593577,410.0
0.0060100322551818585,451.0
0.006369550146079506,492.0
0.00797121251197029,533.0
0.006079529367732161,573.0
0.006320449687994796,614.0
