score,N
-0.07194159080903052,122.0
-0.02340929264977521,250.0
-0.015684184534585185,378.0
0.0037174517215487397,507.0
-0.0030685224501680237,635.0
0.013867557781621687,764.0
0.006400672416834463,892.0
-0.019419905258886865,1020.0
-0.024217595519743923,1149.0
-0.01945367388011235,1277.0
-0.014521847151609622,1406.0
-0.011567450134286983,1534.0
-0.013910304568014262,1662.0
-0.01645818277346769,1791.0
-0.018119634671752184,1919.0
-0.014541456179014367,2048.0
