score,N
0.10730875733369442,122.0
0.34403985756953137,250.0
0.5351775075921625,378.0
0.6529689114786331,507.0
0.7506402001539075,635.0
0.7979515620256928,764.0
0.8832496746476575,892.0
0.9448240531765395,1020.0
0.9589539159338848,1149.0
0.9656076743686102,1277.0
0.9706331761356453,1406.0
0.9728556554542579,1534.0
0.9728268202047183,1662.0
0.9709094237310643,1791.0
0.9707873905930808,1919.0
0.9685874480394667,2048.0
