score,N
1.0266009997218506,2806.909090909091
0.9954162369052965,2625.181818181818
0.9245943076513805,2371.2727272727275
1.0352662757462165,2043.8181818181818
1.0033232813860116,1673.2727272727273
0.8750866712188454,1322.909090909091
0.596440739569855,1009.0
0.2741010480232943,737.3636363636364
0.0248434150041731,507.54545454545456
0.0017430715169976627,330.09090909090907
-0.009646589397194373,182.0
0.003748012806800459,65.18181818181819
0.00047790202700416425,9.181818181818182
-0.005147417414087035,0.2727272727272727
-0.004547345719154378,0.09090909090909091
-0.0001494951238546134,0.0
