score,N
-0.009758766425535843,2781.818181818182
-0.007722649121665515,2608.818181818182
-0.011443401837033062,2356.6363636363635
-0.01456852300094993,2032.2727272727273
-0.007555745233045614,1664.8181818181818
-0.004681097235821875,1308.8181818181818
-0.005788554307189883,1004.0
-0.0010675568125696271,734.8181818181819
0.020124192211820255,511.90909090909093
-0.0627830199331892,332.6363636363636
-0.05174481225645724,174.63636363636363
-0.06268466503649285,70.27272727272727
0.30499549232125134,13.181818181818182
0.9135313505650943,1.0
0.981744715777339,0.09090909090909091
1.0000085493619109,0.0
