score,N
1.0075751892127705,2373.3636363636365
1.0159049592347817,2228.3636363636365
1.0256392178129072,2023.1818181818182
1.055346484988848,1750.2727272727273
1.0466077115681638,1404.8181818181818
1.0597136685580137,1015.4545454545455
1.03029799687754,652.9090909090909
0.8832113557798623,378.27272727272725
0.7089176501993995,186.9090909090909
0.4792325133825977,66.9090909090909
0.33755650813587657,16.363636363636363
-0.01098546410977874,4.0
-0.007690872153250122,1.5454545454545454
-0.004980931814480525,0.7272727272727273
-0.006330129196225524,0.36363636363636365
-0.0011059420107952201,0.18181818181818182
