score,N
1.0266165238627865,2797.5454545454545
1.0796252817921261,2619.6363636363635
1.0157773674966524,2366.2727272727275
0.9231529549776967,2034.2727272727273
0.8876378713324392,1661.8181818181818
0.8851569216528575,1317.6363636363637
0.5559152999441652,1005.3636363636364
0.30514305957046367,736.9090909090909
0.02303420999946567,507.0
0.006196588155519553,325.72727272727275
-0.0008265026912999922,172.1818181818182
-0.003128911675796592,69.72727272727273
-0.00518249084519808,12.636363636363637
-0.0036562997761640176,1.0909090909090908
-0.0008567851883026094,0.09090909090909091
-0.00026827496909805434,0.0
