score,N
0.9723538246038315,1193.090909090909
0.9644115878275606,1107.909090909091
0.9202136440720566,1003.0909090909091
0.861624728905936,884.1818181818181
0.7620511597643627,756.0
0.6133590763458578,612.9090909090909
0.4278650025650673,477.45454545454544
0.2227269714036082,345.3636363636364
0.06353570550323522,225.1818181818182
0.10580267373548835,133.8181818181818
0.03349445218172401,74.72727272727273
5.4405000863278644e-05,40.27272727272727
-0.019194200440034528,20.272727272727273
-0.032937091261549964,9.454545454545455
-0.023843907311843934,2.5454545454545454
-0.010708092325084503,0.6363636363636364
