score,N
0.008255501195835254,2768.0
0.010438973699044438,2593.909090909091
0.005274915574089404,2345.909090909091
0.00826720463966164,2021.3636363636363
0.005460770791089583,1655.1818181818182
0.007798545532666227,1306.3636363636363
0.01251295621355226,996.1818181818181
0.015306339229734277,731.5454545454545
0.029708259583347465,505.45454545454544
-0.02110162007561512,328.09090909090907
-0.022874692329975726,173.0909090909091
-0.042318865441332405,67.0
0.32299774765683154,12.545454545454545
0.9369978371053809,0.8181818181818182
0.9819733832659759,0.09090909090909091
1.0000017181071945,0.0
