score,N
-0.012508772784691525,1193.090909090909
-0.00827232951549875,1107.909090909091
0.021468177606659037,1003.0909090909091
0.0009010325758736098,884.1818181818181
-0.010824540467326348,756.0
-0.018211247690447248,612.9090909090909
-0.044083282312797886,477.45454545454544
0.11038395001507892,345.3636363636364
0.12619561556153913,225.1818181818182
0.10101744570389308,133.8181818181818
0.020866595872975426,74.72727272727273
-0.02770992309978944,40.27272727272727
0.10544359179629303,20.272727272727273
-0.0696099925823784,9.454545454545455
0.5412540471967955,2.5454545454545454
0.9207740423814414,0.6363636363636364
