score,N
0.965009629371063,1157.7272727272727
0.9565476536516014,1081.5454545454545
0.9338183336406024,983.6363636363636
0.8529374603200824,866.0
0.7556671354236261,739.8181818181819
0.5720004498173228,601.7272727272727
0.3806714260359211,456.0
0.1956230271029619,323.90909090909093
0.11901634218623611,210.1818181818182
0.1350440960754392,122.72727272727273
-0.011637592895641539,65.63636363636364
0.007125122561961049,39.0
-0.037416800909178496,19.454545454545453
-0.03513265386578973,9.181818181818182
-0.01480385582130251,3.6363636363636362
-0.007166663480932363,0.8181818181818182
