score,N
0.986195112432431,1263.090909090909
0.9829257825851849,1191.4545454545455
0.9215973124826426,1089.1818181818182
0.8857252758105127,966.3636363636364
0.8042374572004853,821.9090909090909
0.6207439848038012,669.1818181818181
0.36293260764142665,501.1818181818182
0.19273986590802847,348.54545454545456
0.10698454005900834,212.1818181818182
0.14734546505312765,112.81818181818181
0.033648661385347424,54.63636363636363
0.0035989877998558934,29.181818181818183
0.008598717369607939,13.636363636363637
0.00420678196128468,7.0
0.001004403311749486,2.6363636363636362
0.007244940691906514,0.7272727272727273
